text	service	location	cleanliness	business
Best Hotel I've Stayed	1.0	1.0	1.0	1.0
At in Years This was one of my most relaxing vacations in years.	1.0	1.0	1.0	1.0
If I had to recommend only one hotel in would be the Affinia Gardens.	1.0	1.0	1.0	1.0
Great Staff nice reception hour and excellent service.	1.0	1.0	1.0	1.0
I will be telling all of my friends about the Gardens.	1.0	1.0	1.0	1.0
Keep up the good work.	1.0	1.0	1.0	1.0
Fantastic The hotel was truly great.	1.0	1.0	1.0	0.0
The staff were extremely pleasant and helpful, the room was very comfortable and quiet and the location was ideal.	1.0	1.0	1.0	0.0
If you are going to Barcelona, this is the place to stay.	1.0	1.0	1.0	0.0
Fantastic Fantastic hotel.	0.8	1.0	1.0	0.6
The views from the room were amazing (even thought it was of a city).	0.8	1.0	1.0	0.6
Nice size room for 2.	0.8	1.0	1.0	0.6
Only a short walk from Time Sq and Central Perk (ha).	0.8	1.0	1.0	0.6
Wouldn't return to New York though, thought it was just the same as any other city.	0.8	1.0	1.0	0.6
If I did, I would stay at the Millenium Plaza again	0.8	1.0	1.0	0.6
First Class hotel	1.0	0.8	1.0	1.0
After a work conference in Monterey (avoid the Hyatt Monterey - yuck) my husband and I checked into the Omni for the weekend on the advice from two business traveler friends.	1.0	0.8	1.0	1.0
We LOVED it!	1.0	0.8	1.0	1.0
From the moment we pulled up front (valet quickly greeted us, as parking was part of our $175/night rate) we experienced a very high level of service.	1.0	0.8	1.0	1.0
When I approached the front desk, I was warmly greeted and notified that we were already pre-checked in; handed our room key; and offered some afternoon hot chocolate and fresh fruit in the lobby.	1.0	0.8	1.0	1.0
The room was spacious and smelled beautiful - can't ever remember a hotel room smelling SO floral....but not overwhelming.	1.0	0.8	1.0	1.0
Turndown service at night was nice (Ghiradelli chocolate on the pillow, fresh ice, robes laid out), and the doormen and valets were extremely helpful with restaurant suggestions and directions.	1.0	0.8	1.0	1.0
We were also offered (for free) a ride in the hotel's town car to any restaurant/bar/shopping in the near vicinity - nice touch! Keep up the great service Omni!! Will stay again at the Omni - anywhere in the U.S.!!!	1.0	0.8	1.0	1.0
Great Hotel, a little	0.0	0.0	0.0	0.0
Pricey but worth it!	0.0	0.0	0.0	0.0
I stayed in this hotel for a week on a business trip.	0.0	0.0	0.0	0.0
I have to say it's amenities and services were great.	0.0	0.0	0.0	0.0
There is a 2 hour cocktail hour everyday from 6-8 where you can get free drinks and snacks, while tipping of course, and breakfast is also free and a huge variety of items to choose from.	0.0	0.0	0.0	0.0
The hotel also has a nice hot tub, work out room, and pool in the basement level.	0.0	0.0	0.0	0.0
They also have business services and currency exchange and a Starbucks on the ground floor areas.	0.0	0.0	0.0	0.0
It is also located in the Reforma district and in front of the Turibus stop where you can hop on and take a 4 hour tour of the city for nearly 100 peso's per day or 150 peso's for a 2 day weekend pass, which is well worth it.	0.0	0.0	0.0	0.0
The area is also central to many great tourist area's, museums, downtown, and shopping areas.	0.0	0.0	0.0	0.0
If you plan on driving, the valet is $8 per day which is comprabable to most 4 or 5 star hotels.	0.0	0.0	0.0	0.0
Overall I had a great experience at this hotel and if needing to go back, I wouldn't mind staying at this hotel again.	0.0	0.0	0.0	0.0
When we arrived, we climbed the flight of stairs with 100 plus lbs of luggage.	0.4	0.6	0.2	0.0
We got to the top, checked in and were placed in the room at the very end of the hall.	0.4	0.6	0.2	0.0
The walkways are lined with brown outdoor style carpet.	0.4	0.6	0.2	0.0
We arrived in our room and even though the hotel is smoke-free, I began wheezing from the mold.	0.4	0.6	0.2	0.0
The outer rooms are exposed brick and apparently ours was allowing moisture into the room.	0.4	0.6	0.2	0.0
We checked the bathroom and it also had black mold growing in the 1x1 tiles.	0.4	0.6	0.2	0.0
I went to the front desk and asked the gentleman if there was some way to check on a refund due to health concerns regarding my asthma and my inability to stay in the room.	0.4	0.6	0.2	0.0
He said I had to check with Hotels.	0.4	0.6	0.2	0.0
com since I prepaid and booked through them.	0.4	0.6	0.2	0.0
Fair enough.	0.4	0.6	0.2	0.0
He was helpful in saying that he would make a note in his computer system for verification of reasons we couldnt stay, not sure if this actually occured but we will see.	0.4	0.6	0.2	0.0
Staff seemed pleasant but not very proactive in resolving problems.	0.4	0.6	0.2	0.0
He didnt offer to have us check another room or to investigate our concerns with the original room.	0.4	0.6	0.2	0.0
Fabulous, Friendly Hotel	0.0	0.0	0.0	0.0
We stayed at the Davanzati the last weekend in August.	0.0	0.0	0.0	0.0
From the greeting when we arrived to the help with getting to the train station and goodbye's when we left, it was a wonderful experience.	0.0	0.0	0.0	0.0
The hotel public areas and rooms are lovely; breakfast is good; and happy hour is just the thing after a day of exploring Florence!	0.0	0.0	0.0	0.0
However, the best part is the care you receive from Fabrizio and Tommaso from the moment you book the reservation and ask for touring help, to check in and out, to dinner and musuem reservations while you are there.	0.0	0.0	0.0	0.0
It feels like you are staying at a friend's home where they are glad to see you and want you to love their home and city!	0.0	0.0	0.0	0.0
Excellent location Excellent location for main shopping areas and good for using public transport to other parts of the city and airport.	0.6	0.8	0.8	0.8
The	0.6	0.8	0.8	0.8
Cartwright has managed to update itself over the years without the lossof it's old fashioned charm.	0.6	0.8	0.8	0.8
The room we were allocated was on the 5th floor, facing other buildings - not a view at all but lovely and quiet for sleeping.	0.6	0.8	0.8	0.8
The room was bigger than we expected after reading the reviews and along with the bathroom was very clean.	0.6	0.8	0.8	0.8
After reporting the loss of a key ( no problems with reception thank goodness!)	0.6	0.8	0.8	0.8
we moved to another room which was much smaller but okay for the short time we spent in it.Internet access was free with a guest computer in the reception's library area - this was great but if you use please remember that the person who is using may just have logged on before you arrived.	0.6	0.8	0.8	0.8
Only down side was with the luxury breakfast - we had real problems getting a seat and juice.	0.6	0.8	0.8	0.8
Lack of service and nightlife	0.2	0.0	0.8	0.0
I had very high expectations from what I had read about the resort in the Internet.	0.2	0.0	0.8	0.0
I soon discovered things were a bit different.	0.2	0.0	0.8	0.0
First, the resort is about an hour from the international airport in Isla Verde and transportation is not included to and from the hotel ($120 round trip for 2 adults).	0.2	0.0	0.8	0.0
The building and the bungalows are very pretty as well as the pool area and the mountain view (it's the rain forest called Yunque that can be seen from the pool area) sadly, the outdoor lobby where the main desk is located is just simply too hot, I was sweating heavy while waiting in line to be checked in (also long line at check out since express check out from room TV was not available) and nobody offered us any refreshment or water, also the desk agents did not look very happy to be working in those conditions.	0.2	0.0	0.8	0.0
Restaurants are buffet style and a la carte.	0.2	0.0	0.8	0.0
A la carte restaurants need reservations in advance and if the place is crowded you won't be able to get any reservation during the whole stay.	0.2	0.0	0.8	0.0
I had a good dinner at Bamboo (japanese) one night but was not able to get in for the rest of my stay.	0.2	0.0	0.8	0.0
The buffet style restaurants( Caribeno and Toscano) are disappointing to say the least.	0.2	0.0	0.8	0.0
The main bar was enjoyable and the bartenders gave good service while a lady sang spanish songs, enjoyed that very much and tasted a bit of the national culture talking to locals and watching them dance but this was the only nightlife the hotel offered since they have no live bands or dance club.	0.2	0.0	0.8	0.0
My biggest complaint was lack of service, employees looked overworked and unhappy, all areas looked understaffed.	0.2	0.0	0.8	0.0
Concierge was never available during the evening and the front desk was too overwhelmed with guests unable to help us at any time.	0.2	0.0	0.8	0.0
There is no free shuttle bus to Luquillo Beach which is about 10 minutes from the resort and simply mediocre nightlife inside the resort and not much too do in the municipality or province of Rio Grande where the resort is located (you have no choice but to pay a taxi $140 to enjoy San Juan's exciting nightlife ).	0.2	0.0	0.8	0.0
don't waste your money!!!	0.2	0.0	0.2	0.0
we stayed at this 'hotel' for a week.	0.2	0.0	0.2	0.0
Service was terrible, staff were grumpy and very unpolite. the room was so small that we hardly managed to move around.	0.2	0.0	0.2	0.0
they put us in a room for 2 and got two other beds from some other room.	0.2	0.0	0.2	0.0
no room service and prices for drinks were doubled in price.	0.2	0.0	0.2	0.0
a soft drink was priced at 3Euro.	0.2	0.0	0.2	0.0
you can buy drinks from outside the hotel for l.60 euro. bed sheets were never changed during that week and room was never cleaned.	0.2	0.0	0.2	0.0
breakfast consisted of bread, 3 different cold cuts and juices so you better be early at the breakfast table otherwise they do not re-stock.	0.2	0.0	0.2	0.0
first come, first served basis at breakfast.	0.2	0.0	0.2	0.0
I strongly recommend to find another hotel rather than staying at the Belfort.	0.2	0.0	0.2	0.0
Great place, lovable staff	0.0	0.0	0.0	0.0
The staff were great, accomodated for everything we wanted.	0.0	0.0	0.0	0.0
The hotel is extra clean, and they do everything to make your stay pleasent.	0.0	0.0	0.0	0.0
Certainly coming again.	0.0	0.0	0.0	0.0
Very good hotel	1.0	0.0	1.0	0.0
Stayed here in June/06 for 7 nights.	1.0	0.0	1.0	0.0
Booked online via the official website for a Superior room.	1.0	0.0	1.0	0.0
Our rate included breakfast (2 people).	1.0	0.0	1.0	0.0
All hotel staff were very friendly and helpful.	1.0	0.0	1.0	0.0
It is a small hotel, so it felt cozy and not as impersonal as a larger chain-type hotel.	1.0	0.0	1.0	0.0
Our room was very clean.	1.0	0.0	1.0	0.0
The area is quiet and felt safe; rue Lavoisier is off Malherbes.	1.0	0.0	1.0	0.0
Location is convenient - Monoprix grocery/ drugstore is nearby, it's a 15-20 minute walk to Opera Garnier and the department stores, 20-30 minute walk to the Champs Elysees.	1.0	0.0	1.0	0.0
Nearest subway station was St Augustin or Madeleine.	1.0	0.0	1.0	0.0
Breakfast was good, especially the fresh-squeezed OJ.	1.0	0.0	1.0	0.0
Our room had air conditioning, a small tv in the closet, hair dryer, and a small desk with chair.	1.0	0.0	1.0	0.0
Only a few minor issues - no shower curtain in the bathroom, the bed was a bit sunk in the middle, and our window faced another building.	1.0	0.0	1.0	0.0
Some other rooms appeared a bit better in terms of size and view, but overall we were very happy with the Laovisier and would stay there again.	1.0	0.0	1.0	0.0
Convenient, solid, would stay again	1.0	1.0	1.0	0.0
A good, solid, basic HI Express hotel right in the heart of Hollywood.	1.0	1.0	1.0	0.0
I grew up in LA, but now live in a neighboring county.	1.0	1.0	1.0	0.0
Had to get a room for a wedding in Hollywood and this property was available in what I knew was a relatively safe location and was at a reasonable price (direct from HI website).	1.0	1.0	1.0	0.0
Location: First off, Hollywood itself isn't a real nice place to stay - it's sketchy in several areas and not necessarily what many out-of-towners might picture.	1.0	1.0	1.0	0.0
This hotel is on a main street, walking distance to Hollywood Blvd and in a safer part of Hollywood than many other hotels.	1.0	1.0	1.0	0.0
Room: Very clean, still had a 'newly built' smell and feel to it, which was nice.	1.0	1.0	1.0	0.0
Bathroom was well-sized, lots of hot water and great pressure.	1.0	1.0	1.0	0.0
Yes, the air conditioning unit is noticeably noisy - I got used to the sound and didn't hear it within minutes, but if you get bothered by this sort of thing it's something to note.	1.0	1.0	1.0	0.0
Breakfast: Nice, sunny room with plenty of well-stocked items.	1.0	1.0	1.0	0.0
The service lady who managed the area did a great job of keeping it clean and prepped.	1.0	1.0	1.0	0.0
We were able to find seating without issue.	1.0	1.0	1.0	0.0
Staff: Yeah, the check-in person was aloof (a young guy, obviously not viewing this as a big career break or anything), but every single other person we encountered was polite, helpful and smiling.	1.0	1.0	1.0	0.0
(I especially want to note the cleaning crew, who took the time to acknowledge us with a pleasant and sincere 'hello' or 'good morning' each time we passed.	1.0	1.0	1.0	0.0
)Parking: $20 for in-out space, with $2 city tax = $22.	1.0	1.0	1.0	0.0
I don't see the point in this.	1.0	1.0	1.0	0.0
I think guests should get to park for free.	1.0	1.0	1.0	0.0
But, it is LA and free parking isn't typical.	1.0	1.0	1.0	0.0
Though, that'd be a nice touch.	1.0	1.0	1.0	0.0
Pluses: There's a little market across the street that was well-stocked, lots of wine, chips, etc.	1.0	1.0	1.0	0.0
Hotel is near freeways, so central to getting around.	1.0	1.0	1.0	0.0
Walkable to Hollywood Blvd, if that's important to you.Minuses: Parking fee.	1.0	1.0	1.0	0.0
But that's really about it.One last note: If street noise will bother you, be sure to ask for a room toward the back.	1.0	1.0	1.0	0.0
We didn't ask for it, but got #442 which was tucked in the back with a nice view of Hollywood Blvd's buildings.	1.0	1.0	1.0	0.0
We couldn't hear the traffic.	1.0	1.0	1.0	0.0
But the street the hotel is on is a *main* street, constantly busy - so consider this when checking in.All in all, I'd stay here again easily and can recommend it to families with kids, tourists of any age or anyone looking for a place to stay when coming up for an event at the Bowl (which is literally walking distance from the hotel).	1.0	1.0	1.0	0.0
Warning, they falsely charged my CC WARNING!	0.0	0.0	0.0	0.0
After reading ALL of the horrible online reviews of St Vincents Guest House AND hearing a first hand account from a friend who encountered condoms in the hall/stairs, bugs in their bed, urine and other questionable fluids on the walls, we CANCELLED our reservation with several weeks notice.	0.0	0.0	0.0	0.0
I have my cancellation number.	0.0	0.0	0.0	0.0
NOW, today I received my credit card bill and found that this place falsely charged my credit card for a stay!	0.0	0.0	0.0	0.0
I not only plan on contacting St Vincents, my credit card company, but state and local authorities.	0.0	0.0	0.0	0.0
This isn't some one time accident.	0.0	0.0	0.0	0.0
Read these messages, others have posted similar fraudulent charges to their credit cards.	0.0	0.0	0.0	0.0
This place obviously has a pattern of pulling this type of scam on tourists and should be closed down!	0.0	0.0	0.0	0.0
This type of thing simply should not be allowed to happen.	0.0	0.0	0.0	0.0
They charged the wrong girl, this time.	0.0	0.0	0.0	0.0
Nice clean hotel, location not great though	0.8	0.0	1.0	0.0
I stayed in this Novotel because 1- it is relatively cheap, 2 - of the brand Novotel.	0.8	0.0	1.0	0.0
I wasn't disappointed.	0.8	0.0	1.0	0.0
The hotel has a decent lobby and reception.	0.8	0.0	1.0	0.0
The room is the best feature - clean and spacious.	0.8	0.0	1.0	0.0
Only one thing the shower doesn't have a lot of hot water - the water was just warm enough to have a shower but not comfortably warm.	0.8	0.0	1.0	0.0
Location is really an issue in this hotel, as there is no underground close by.	0.8	0.0	1.0	0.0
It is possible to walk to the nearest station but it will not be that comfortable if you have luggage with you.	0.8	0.0	1.0	0.0
The hotel is located in the middle of the hill which makes walking not too easy.	0.8	0.0	1.0	0.0
Apart from that, it is not too far from the city centre and the neighbourhood of the hotel is quite pleasant too.I've got the harbou view room which was nice, even though the view wasn't as spectecular as that in the city centre.	0.8	0.0	1.0	0.0
Next time when I am in HK I will probably stay in somewhere more central.	0.8	0.0	1.0	0.0
Calm in the eye of the storm	1.0	1.0	1.0	0.0
Haven't been to NY in 25 years and I forgot how amazing this city is.	1.0	1.0	1.0	0.0
The tumult of Times Square is behind you the minute you enter the Westin.	1.0	1.0	1.0	0.0
I found the decor and atmosphere very relaxing in the lobby area.	1.0	1.0	1.0	0.0
When I arrived on Sunday afternoon I was the only person in the lobby/reception area.	1.0	1.0	1.0	0.0
Check in was a breeze however, I was initially given a smelly, smoked -in room facing the river.	1.0	1.0	1.0	0.0
( even though I was told I was being upgraded)I must say though their response was quick and I was switched to a beautiful room on the 40 th floor facing all the action.	1.0	1.0	1.0	0.0
The room was clean, laundry request was excellent but expensive.	1.0	1.0	1.0	0.0
Cheaper to buy underwear, socks, tshirts than have them laundered.( I was stuck with a teenage son returning from a smelly trip abroad)Did not wait more than 10 seconds for an elevator.	1.0	1.0	1.0	0.0
The staff was very helpful, concierge was cheerful and patient.	1.0	1.0	1.0	0.0
Loved it!	1.0	1.0	1.0	1.0
Great stay at the Westin!	1.0	1.0	1.0	0.0
I was in town on business and stayed at the Westin for just one night.	1.0	1.0	1.0	0.0
I came in around 5 p.m. on Friday night and checked in without any problems.	1.0	1.0	1.0	0.0
I was a little nervous because my room was right across from the elevators but once I got into my room and saw how big it was and the layout of the room, I knew I wouldn't be bothered by hallway noise.	1.0	1.0	1.0	0.0
I was on the 38th floor and had a great view of downtown and the water.	1.0	1.0	1.0	0.0
It really was gorgeous!!	1.0	1.0	1.0	0.0
The room was really spacious with 2 queen beds, a desk and a little sitting area.	1.0	1.0	1.0	0.0
After I checked in, I went down to the fitness room for a quick workout and found it to be really nicely equipped.	1.0	1.0	1.0	0.0
There are a bunch of treadmills, a couple of cross trainers and a few bikes (all with individual tv screens attached) and a whole separate area with weight machines.	1.0	1.0	1.0	0.0
The Westin is really centrally located so I took off to find dinner and found a bunch of places within a block or two of the hotel.	1.0	1.0	1.0	0.0
It's also a great location if you love shopping because Nordstrom and Macy's are right up the street as well as 2 big malls, Westlake Center and Pacific Place.	1.0	1.0	1.0	0.0
Everything is within about a 5 minute walk of the Westin!	1.0	1.0	1.0	0.0
The Westin prides itself on its Heavenly Beds and I couldn't agree more with them.	1.0	1.0	1.0	0.0
That bed was AWESOME!!	1.0	1.0	1.0	0.0
I fell asleep fast and woke up feeling really well rested!	1.0	1.0	1.0	0.0
Saturday morning I got up, worked out, and went looking for breakfast.	1.0	1.0	1.0	0.0
Although there are a lot of coffee shops nearby, I decided to head to Pike Place Market and see what I could find there.	1.0	1.0	1.0	0.0
Pike Place is less than a 10 minute walk from the Westin and is definitely a must see.	1.0	1.0	1.0	0.0
Try to get there early though, because this is tourist central and it really got crowded later in the day.	1.0	1.0	1.0	0.0
I got there a little too early, as people were still setting up their stalls, but I have never seen such beautiful looking produce and flowers!	1.0	1.0	1.0	0.0
And the seafood!!!	1.0	1.0	1.0	0.0
It looked so fresh and delicious!	1.0	1.0	1.0	0.0
I went back to the Westin to pack up and check out.	1.0	1.0	1.0	0.0
Check out time is noon, and since my flight was not until 10 p.m. that night, they let me store my suitcase in their luggage storage room.	1.0	1.0	1.0	0.0
When I was ready to leave for the airport, I just went to the front and the Downtown Airporter bus pulled right up and took me to the airport for just $10.25 ($17 roundtrip)!	1.0	1.0	1.0	0.0
Definitely the way to go if you're staying here!	1.0	1.0	1.0	0.0
I really recommend the Westin.	1.0	1.0	1.0	0.0
It's a little on the pricey side, but you definitely get what you pay for!	1.0	1.0	1.0	0.0
Great time had by all!	0.0	0.0	0.0	0.0
We stayed at Squaw Peak June 04 -06, 2004 and had a great time! We even got a early check-in at noon on arrival day, and the front desk clerk was very kind.	0.0	0.0	0.0	0.0
We had a 2-room suite in the south point, very close to their awesome water park River Ranch.	0.0	0.0	0.0	0.0
On Sat. nights during the summer, they show Dive-in movies at 7:30 p.m - you can watch the movie while in the pool or sit on the deck chairs, complete with popcorn.	0.0	0.0	0.0	0.0
We ate from the pool food/bar which was fine, and then at the Hole in the Wall for dinner and then breakfast.	0.0	0.0	0.0	0.0
It is not that overpriced compared to any full-service hotel.	0.0	0.0	0.0	0.0
If you want to purchase the hotel service package for $9, you receive an additional admission to the water park (we had 4 with our room), unlimited use of the fitness facility, miniature golf, 2-for 1 ice cream, etc.	0.0	0.0	0.0	0.0
We will definitley stay here again.	0.0	0.0	0.0	0.0
"Far cry" from business type hotels	1.0	0.8	1.0	1.0
Stayed for 6 nites , fortunate to be upgraded to Junior Suite, no isssues with room size (standard rooms noted as small ?).	1.0	0.8	1.0	1.0
Everything about the place is warm, no regular upstarts telling you to get in line.	1.0	0.8	1.0	1.0
Whenever we approached the front desk,their offer of assistance always preceded our requests.	1.0	0.8	1.0	1.0
Staff warm,sincere,would like to think it's deliberate to employ these type of people, because it works!	1.0	0.8	1.0	1.0
Sometimes in Manhattan the hotels lean to business class or carry the attitude that there's more where you came from, consequently you don't get that personal service.	1.0	0.8	1.0	1.0
You get it in the Library though!	1.0	0.8	1.0	1.0
The rooftop bar (small) but nice outlet after a long day.	1.0	0.8	1.0	1.0
The complimentary breakfast (basically eat as much as you want!)	1.0	0.8	1.0	1.0
the Wine and Cheese at tea time are well presented and generous.	1.0	0.8	1.0	1.0
Overall smashing hotel, could it be improved ?	1.0	0.8	1.0	1.0
Bigger rooms , bar at ground floor, bigger reception, but then it wouldn't be the hotel that it is .	1.0	0.8	1.0	1.0
Tinker to improve, yes.	1.0	0.8	1.0	1.0
Mass alteration NO!!!!	1.0	0.8	1.0	1.0
Stay there and enjoy, we did.	1.0	0.8	1.0	1.0
P.S Noticed a bar is being added at street level, not sure whether will be hotel run or indepedndent?	1.0	0.8	1.0	1.0
When it opens not sure what will happen to rooftop terrace.	1.0	0.8	1.0	1.0
Fantastic!	1.0	0.0	1.0	0.0
I stayed there on business for 4 nights in early June.	1.0	0.0	1.0	0.0
The place was fantastic in every way.Just the right mix between quality service and facilities and not being too over the top.Rooms were large, very modern and had all the latest gadgets installed - 2 Lcd tv's, multi headed shower system, usual Japanese high tech toilets, powerful air-con system, comfortable beds.I have nothing to fault this hotel on.The location was excellent for getting around, the French Kitchen on the 2nd floor did a great competitive breakfast, service was spot on, and the gym and pool facilities on the 5th floor were very well ordered and surprisingly little used on the occasions I visited them.I would definately stay here again.	1.0	0.0	1.0	0.0
Beautiful Hotel!!!	0.8	1.0	0.8	0.4
This stay in Punta	0.8	1.0	0.8	0.4
Cana at the Majestic Colonial Hotel was INCREDIBLE!	0.8	1.0	0.8	0.4
The lobby, the welcome cocktail, the rooms, the dining rooms; everything REALLY above average.	0.8	1.0	0.8	0.4
I want to mention specially the attention af the personell, specially Dilcia, Janet, Heidy and Donald at the front desk.	0.8	1.0	0.8	0.4
Summary: I would stay there again ANYTIME: highly recommendable.	0.8	1.0	0.8	0.4
Good sized room, good location	0.8	0.0	0.8	0.0
The room and bathroom were big - for Europe.	0.8	0.0	0.8	0.0
Staff was helpful and nice, breakfast was adequate, free internet access was a nice treat.	0.8	0.0	0.8	0.0
Location was good for walking.	0.8	0.0	0.8	0.0
Walls were a bit thin, but we didn't have any major issues.	0.8	0.0	0.8	0.0
Definately would recommend, especially for the price.	0.8	0.0	0.8	0.0
Not quite the best value	0.0	0.0	0.6	0.0
I visit San Francisco about twice a year.	0.0	0.0	0.6	0.0
I try to get the best value for my stay and will always be willing to pay a bit more if I think it's worth it.	0.0	0.0	0.6	0.0
Unfortunately this establishment falls a bit short.	0.0	0.0	0.6	0.0
I really didn't get a chance to experience the staff's level of service but the rooms are small as is the bathroom.	0.0	0.0	0.6	0.0
The room was clean and quiet.	0.0	0.0	0.6	0.0
However, for the prices that this establishment charges, there are far better values like the Argonaut or right across the street, the Holiday Inn Express.	0.0	0.0	0.6	0.0
One other thing, I took my family to the eating establishment connected to this hotel and the service there was TERRIBLE!	0.0	0.0	0.6	0.0
Fair Good location.	0.0	0.0	0.0	0.0
Interior entrance to rooms.	0.0	0.0	0.0	0.0
BIg stain on room rug.	0.0	0.0	0.0	0.0
I was a late arrival to hotel.	0.0	0.0	0.0	0.0
I was charged for 3 nights rather than just 2.	0.0	0.0	0.0	0.0
Reversed charge without a problem.	0.0	0.0	0.0	0.0
resturant was ok.	0.0	0.0	0.0	0.0
Some of the resturant staff rude and obnoxious.	0.0	0.0	0.0	0.0
Very pleased with the Universal	0.0	0.0	0.0	0.0
Barcelona hotel Stayed here for 4 days in September.	0.0	0.0	0.0	0.0
The hotel was very modern, clean and ther staff were all very helpful and spoke good English.	0.0	0.0	0.0	0.0
On arrival we were given a map and directions to les rambles, the receptionist also told us which streets close to the hotel to avoid.	0.0	0.0	0.0	0.0
The hotel is close to all the major attractions.	0.0	0.0	0.0	0.0
Our room was a good size, very nice and clean and having air conditioning was a major plus.	0.0	0.0	0.0	0.0
Overall, we were very pleased with the hotel for the price we paid.	0.0	0.0	0.0	0.0
Absolutely Beautiful!!	1.0	0.6	1.0	1.0
Let me start by saying	1.0	0.6	1.0	1.0
I'm a 30 year old guy and I'm not one of these people that have never traveled before and then come straight home to write a review about how wonderful there vacation was, because lets face it, first time in the Carribean, how could it be bad?	1.0	0.6	1.0	1.0
I've been all over the world, and have stayed in many 5 star resorts.	1.0	0.6	1.0	1.0
The Gran Melia is world class.	1.0	0.6	1.0	1.0
The staff was amazingly helpful, the restaurants were some of the best I've ever been to in my life ANYWHERE!!	1.0	0.6	1.0	1.0
The rooms were absolutely perfect.	1.0	0.6	1.0	1.0
Even the beds were top notch with plush pillow top mattresses, down comforters and large down pillows.	1.0	0.6	1.0	1.0
If you need to get out and roam, this is not the resort for you, as you are miles away from anything, however there is so much to do right there at the resort I can't imagine why you would need to go anywhere.	1.0	0.6	1.0	1.0
If you want to rent a car, rent it at the airport, not the resort!	1.0	0.6	1.0	1.0
They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included ( after driving in Puerto Rico I highly recommend taking there insurance).	1.0	0.6	1.0	1.0
Taxi fares are not cheap!	1.0	0.6	1.0	1.0
To get from the resort to the airport was about 30 miles and cost $80 dollars each way, but remember, you're still basically in the United States.	1.0	0.6	1.0	1.0
Wages are the same, and cost of living is very high here unlike most destinations in the Carribean, so don't expect to come here and rack up on some over priced brand name purses, because everything is priced basically the same as in the states.	1.0	0.6	1.0	1.0
Through the resort you can contact a guy named Angel for some of the best scuba diving I have ever done in my life.	1.0	0.6	1.0	1.0
All day tour for about $175 per person, lunch and beer included!	1.0	0.6	1.0	1.0
Great value, great guy!	1.0	0.6	1.0	1.0
Oh yeah, Donald Trump is building a couple hundred condos on the same property as the resort (Don't worry, you don't even know the construction is going on, this place encompasses over 2000 acres), and Trump also has two 18 hole golf courses (PGA tour 2008-2011) on the property.	1.0	0.6	1.0	1.0
As I said I would recommend this resort to anyone wanting to relax, be totally pampered, and enjoy some of the benefits of the good life.	1.0	0.6	1.0	1.0
By the way, I read somewhere that the place was overcrowded with locals paying only a small daily fee to get in.	1.0	0.6	1.0	1.0
This is somewhat true, but undestand that these people are paying abut $50 dollars per person for only the use of the swimming pool and a few of the other pleasures of the resort.	1.0	0.6	1.0	1.0
A family of 4 cost about $200, so your not dealing with a bunch of out of control kids running around with one adult trying to wrangle them, these people are paying very good money for the day use only of these things, and are not a problem at all.	1.0	0.6	1.0	1.0
Oh yeah, the casino is very nice, and drinks thre are always free (Hold'em tournament every Saturday Night)	1.0	0.6	1.0	1.0
LOVED THE HAMPTON INN SEAPORT!!!!!!!!!!!!!!!!!!	1.0	0.8	1.0	0.6
Just returned from a 3 night stay.	1.0	0.8	1.0	0.6
This is a FABULOUS hotel.	1.0	0.8	1.0	0.6
The front desk staff, the doormen, the breakfast staff, EVERYONE is incredibly friendly and helpful and warm and welcoming.	1.0	0.8	1.0	0.6
The room was fabulous too.	1.0	0.8	1.0	0.6
Really comfy beds, great decorating, and super super clean.	1.0	0.8	1.0	0.6
The breakfasts are great - fresh fruit, bagels, muffins, hot eggs and sausage, etc.	1.0	0.8	1.0	0.6
Good coffee.	1.0	0.8	1.0	0.6
Just around the corner from the hotel is a FABULOUS little Italian restaurant - Bon Amici.	1.0	0.8	1.0	0.6
Highly recommend it.	1.0	0.8	1.0	0.6
I will stay at this hotel everytime I come to New York.	1.0	0.8	1.0	0.6
Can't say enough great things about it!!!!!	1.0	0.8	1.0	0.6
We Will Stay Here Again	0.8	1.0	0.8	0.0
This is the second time that we are staying at Lanson Place, Hong Kong.	0.8	1.0	0.8	0.0
We loved its location in Causeway Bay-a stone's throw from the Causeway Bay MTR, great food outlets at Jardine's Bazaar, good shopping at Times Square.	0.8	1.0	0.8	0.0
The room is big for HK standards and there is a small kitchenette if you need to heat up food in the microwave or cook a meal.	0.8	1.0	0.8	0.0
This time, our room was in an L-shaped configuration.	0.8	1.0	0.8	0.0
The bedroom was a little tight but the living and study space was slightly bigger.	0.8	1.0	0.8	0.0
The furnishings and fittings are still in good condition.	0.8	1.0	0.8	0.0
When we checked in for our stay, we were a little annoyed that we had to wait for our room to be ready even though it was 21/2 hours past the check-in time.	0.8	1.0	0.8	0.0
I was a little taken aback too when one of the bath towels that I wanted to use had 5 holes on it.	0.8	1.0	0.8	0.0
Nevertheless, the housekeeping team was prompt with providing us with good quality towels when we requested for it.We will stay here again when we next visit HK.	0.8	1.0	0.8	0.0
Good Value Hotel	0.6	0.0	0.6	0.0
I stayed for two nights: with fees paid $62.00 on Hotwire per night.	0.6	0.0	0.6	0.0
Very nice reception.	0.6	0.0	0.6	0.0
Room was large and well laid out.	0.6	0.0	0.6	0.0
Big breakfast included.	0.6	0.0	0.6	0.0
Location is excellent.	0.6	0.0	0.6	0.0
