text	LAPTOP#GENERAL	LAPTOP#QUALITY	LAPTOP#OPERATION_PERFORMANCE	LAPTOP#DESIGN_FEATURES	LAPTOP#CONNECTIVITY	LAPTOP#MISCELLANEOUS	LAPTOP#PORTABILITY	LAPTOP#USABILITY	LAPTOP#PRICE
 From the start, when you open the box you see a completely different class of machine. The ease in which you set everything up is such that a child could do it. The screen is bright and clear, the operating system is solid and friendly to a novice. Fast, fast and fast, the web pages just fly by. I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour. That includes transferring my music and movies. Good bye BLUE SCREEN and Critical errors!!!! Skype is just so dang cool with this machine too. I can hardly wait to see whats around the next corner. My Iphone synced right up just like a person would expect, unlike the PCs in our lives. If only Bill Gates would read some of what is said here MS would do a better job. If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer. It is light and the battery last a very long time. Very fast boot up and shut down.	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0
 been a PC user for many, many years. Let me tell you, this machine is great. Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc. I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC. The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing. The only time I have restarted is during system updates. great machine if you want to drop the cash for one.	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
 Ok, this is probably the best laptop series ever devised by Apple. The case is carved out of a single block of aluminum. Although I opted for the lowest end MacBook Pro, this thing holds its own. The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software. That is how it is able to function better than any other PC. I have recommended this laptop to everyone I know who is buying one. I like it so much, I bought another just for my wife.	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 Took it back as it was defective. Page just disapeared after you got yahoo or downloaded something. Couldn't keep a page up you were working on!	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 was a great deal i will give that. the laptop preformed pretty well. it cant fuction well with lots of webpages open at once. it has times were it freezes for 10 seconds and then starts again. the mouse on the pad, the left button always sticks. the mouse is way way way to sensitve. i tried turning it done but it did nothing. the mouse jumps around all the time and it clicks stuff i dont want it too. its not bad just VERY VERY annoying. think i would spend little extra to get a better made laptop.	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
 I am very happy with this laptop. For the price and what I get out of it has exceeded my expectations. I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
 First things first, Macbook pro has many applications to make life easier, unlike the windows computers. Amazing Quality! Plus stylish. The big screen allows you to enjoy watching movies , pictures and etc! The flaws are, this computer is not for computer gamers because of the OS X. Mac is not made for gaming. BUT there's this application called Boot Camp which allows you to add another OS X like Windows. Second, it gets scratches easily and when it gets old some thing may operated	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
 Was not happy with one of the programs on it. It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial. Also, the extended warranty was a problem. The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu. Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
 I took 3-4 years researching brands and prices of laptops. I finally decided on this laptop because it was the right price for what I need it. I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased. So I'm disappointed in that because communicating with my relatives out of the area is a priority. The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc. I don't have that additional money right now, and therefore wouldn't have purchased it at this time. Those things are very important - vital even! So think about factoring those things in when you purchase. I just hope the reputation that Toshiba has is true and I won't have to worry about a crash. I will have to purchase Spy ware or Nortell for privacy protection. Thank you.	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
 I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it. The Internet Explorer was very slow from the very beginning. It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it. I tried to upgrade it to a newer version a couple of months ago and I still have the same problem. Well, I started using Google Chrome, which is a little better, but it freezes too sometimes. This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost. Another issue I have with it is the battery. Maybe three or four months ago it started blinking all of the sudden. There is a small red circle next to it with a x in the middle, and when I click on it it says: " Consider replacing your battery" and it does not hold full charge. It is not even a year old yet, so I would definitely not recommend it to anyone. Don't waste your money!	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 This laptop is the most amazing little peice of machinery I have owned outside of the Iphone. It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it. The laptop is gorgeous. It is sleek, smooth, and lightweight. It is easily portable and I take it everywhere I go and might require internet access. The screen is very large and crystal clear with amazing colors and resolution. The keyboard is slick and quiet and not bulky like some other laptops I have had in the past. The processor is very quick and effective as I load webpages and applications. It is quiet and a real joy to watch work. I love it and will probably get another one when this goes to the Laptop in the sky!!	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
 Overall this laptop is great. It has plenty of memory, lots of hard drive, and great graphics. It runs very quiet too which is a plus. The only bad thing about it is they give you the worst batteries possible. They only stay charged a little over an hour. Laptops are usually used on the go, so why not give you a better battery?	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 This a starter notebook. The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing. The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV. If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor. I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations. It is a cheap throw together. Save your money and go for a better device.	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
 This laptop is a great price and has a sleek look. Runs smooth and quick. I wish it had a webcam though, then it would be perfect!	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
 I Love my new computer! Its fast and another thing I like is that it has three USB ports. I love to write and play with graphics and html programming and my new Toshiba works great on both! Thank you for your great product!	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
 Everything about this computer is easy to use. wonderful features. The only thing is that the battery won't last more than 1/2 an hour. It discharges too quickly. Kind of annoying, but I still love the laptop.	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
 It has good speed and plenty of hard drive space. The only downfall is the volume control. The wheel that turns the volume up and down doesn't work in real time. I have to keep turning it until it decides to lower and there is no mute.	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 I bought my macbook a few months ago and it has been my baby ever since. I love it so much. It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming. The best thing is even while doing almost ten or twenty things at once, it never slows down. It's just as fast with one program open as it is with sixteen open. It works exactly like it did the day I took it out of the box. GREAT INVESTMENT!	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
 I purchased this laptop while on a business trip to keep up with my email. I had left my regular laptop at home and needed something to use while out of town . The price and features more than met my needs. I love WIndows 7 which is a vast improvment over Vista. The feature are good enough for what I need.	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
 I love my macbook pro! I have been a mac user since the mid 90s. I grew up in a design family so it only made sense. My laptop is almost 2yrs old and I have never had any problems with it. If you are a PC user looking to convert I would HIGHLY recommend it! It may take a little getting used to but you don't have to worry about viruses or other headaches. Not to mention the fact that your mac comes fully loaded with all necessary basic programs. I am ADDICTED to photo booth! It is SO much fun to play with. I work with kids and they love making short videos on there. I am able to organize my pics, music and files easily. If you have any creativity in you do yourself a favor and get a mac!	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
 Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of "extra key", etc. I love the keyboard. Most laptops and notebooks are difficult to key on. This unit is not.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 The display is awesome. The resolution is even higher then any other laptop on the market. Only thing I would want to add to this is an internal bluray read/write drive. But other than that I am blown away by all the features this laptop offers.	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
 I think this computer is super lame. I dont understand how anyone can think this is a great product worth purchasing. I went to my local Best Buy looking for a new laptop since mine broke. I decided to get this pile of crap on a whim and totally freaking regret it. It doesnt work worth a damn. The display is beyond horrible. I can not even read what I am writing half of the time. There are so many things wrong with this product, it just makes me want to set my self on fire! I would totally recommend any other laptop over this pile of grabage. I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls. Not to mention it has shit gigs. I could not even put my entire music collection on this garabage. Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding. got another 1, and same issue. I am taking back today. Don't waste your money or time. Very dissappointed becase I have had toshibas for years, and never a issue.	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 STOPPED BOOTING UP less than a week after my one-year warranty was up. Toshiba knows there is a manufacturing defect but will not acknowledge it. Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting. Apparently there is a manufacturing defect, something with the amount of thermal paste. TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM. When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support. I loved the netbook (minus the fact that it was windows OS) until this started happening. But if you can't make your product last more than a year, you will not get my business again.	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 I've had my MacBook Pro for three years now and still love it! In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily. My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan. After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery. In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet. While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used. The iLife software that comes with the computer is so simple to use and produces a great finished product. I highly recommend this product! It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
 Needs constant repair. First the screen goes completely out. Then HP sends it back to me with the hardware screwed up, not able to connect. Now the screen is going darker, darker, darker. HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing. Oh yeah, don't forget the expensive shipping to and from HP. I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 So far so good with this laptop. Fan vents to the side, so no cooling pad needed, great feature! Screen is crystal clear and the system is very responsive. Memory is upgradable. The only thing I would change about it is the mouse keys. They click. sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
 I have owned many computers and laptops. I HATE this one. Vista is a nightmare. No tutorials on the display. The book is useless. The machine has a bluray player the book has no mention of it or how to connect it to your HDTV. this is one of the reasons I purchased it. Thinking about returning it	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
 The Macbook is a fantastic laptop. This is the first macbook I have ever had. I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop. The macbooks are small enough to be very portable yet hold tons of information and performance. Although the price is higher then Dell laptops, the Macbooks are worth the dough. You will love this macbook if you choose to buy it. The macbook rarely requires a hard reboot. It just works flawlessly! Its hard to encounter a problem on a mac that would require such abrupt action. Dells are ok, HPs aren't that good, but Macs or Fantastic. I honestly love my mac, thats why I am a self proclaimed mac addict. If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 This was purchased for my daughter and I was pleasantly surprised. I wasn't a big fan of the Netbooks but this one was very well designed. It had the full sized touch pad with 2 buttons instead of just one. It made the computer much easier to use and navigate. Keyboard was also very nice and had a solid feel. This system came loaded with Windows 7 Starter. While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer. So far, so good.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
 When I got this laptop in 2007 to help me with school, I had a hard time from beginning. I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 Quite simply this is the best laptop I have ever owned. I have had several machines over the years, both for personal and business use. All of them were Windows machines. Don't get me wrong, I am no Microsoft hater, I've just managed to turn into a much bigger Apple fan because of this machine. For me, five stars is not enough.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 I love the 15" MacBook Pro. My parents bought it for me as a graduation gift, and i'm totally (almost kind of maybe definitely) obsessed with it. It was very easy to just pick up and use-- It did not take long to get used to the Mac OS. (I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable. There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc. The built-in webcam is great for Skype and similar video-chat services. iTunes is a handy music-management program, and it is essential for anyone with an iPod. The neat and organized icon list is a welcome change from cluttered and confusing desktop icons. All-in-all, I would definitely recommend this product for nearly everyone.	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
 I've always owned a PC and decided to try a MacBook to see what it's all about. I love it! I'm so glad I purchased a Mac and not another PC!!! They definitely have a superior product!	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 Its not just slow on the internet, its slow in general. No I am generous calling it slow. its more like a snail crawl. I bought for my son in the 2nd grade. he can't stand it. I can't begin to say how disappointed I am. I should have spent an extra hundred bucks and got a full sized computer.	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
 the key bindings take a little getting used to, but have loved the Macbook Pro. Delivery was early too.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 It allows me to do everything I need from a computer and more. With awesome graphics and assuring security, it's perfect! The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it! I'd recommend this laptop to anyone!	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 The Toshiba Satellite laptop is  DESIGNED  to fail ! The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues. Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it. I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired. Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 It has far exceeded my expectations for power, storage, and abilitiy. It is easy to navigate and update programs. My kids have to take their PCs in once a year to have them "de-bugged". I've never had problems with viruses. My next laptop will also be a Mac!	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
 I would like to tell you about the best laptop I just got from Mac. I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well. My mac laptop is fabulous in both areas. It gives me the power and speed that I need to run all the programs I use to edit. The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac. I would buy one of these for every person in my office if I could. In my line of work, I often have to take work home, and this makes it so easy. I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well. The apple care has never failed me, and I expect it to be the same for this computer as well. I will only buy apple laptops from now on.	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
 Great laptop for school, easy to use for beginners in the household. Keyboard is great but primary and secondary control buttons could be more durable. Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
 My MacBook Pro has been a huge disappointment. From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple. The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly. I would not recommend this product to anyone.	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 Screen is awesome, battery life is good. Really like the textured surface which shows no fingerprints. Good laptop for the money. Speakers don't get that loud, but good enough.	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
 I can't imagine EVER buying a PC again! I have had a Mac for 6 years and won't go back to PC. They don't crash. If a website ever freezes (which is rare), its really easy to force quit. Never been hacked. No viruses. I have had to call with a few questions or issues and they have helped me for free, even without the warranty. A mac is very easy to use and it simply makes sense. Its also FUN to use! The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc. My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit. She said its very user friendly. I have had another Mac, but it got slow due to an older operating system. However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad. I am very happy I bought this Mac, well worth the extra money.	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
 I simply got tired of a bad computer like windows with its constant freezing and anti-virus. I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes. Now that I have it I see that I really needed this for much more. I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time. I have not had a problem with the applications quitting or freezing. I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door. Take the simple, easy solution to your computer problems and stop waiting and smacking your old computer around.	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 I've had my Macbook Pro since August 2009. Prior to this computer, I owned a PowerBook G4 for 6 years (quite a long time for a laptop). That was my first Apple product and since then I have been incredibly happy with every product of theirs I have bought. My MacBook Pro is no exception. On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad. Since I've had this computer I've only used the trackpad because it is so nice and smooth. I also like that you can scroll down in a window using two fingers on the trackpad. The display is incredibly bright, much brighter than my PowerBook and very crisp. The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well. I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office). I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well. I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
 Shiny This Laptop is the Best of the best! The Awesomest of the awesomest. It is so great, I can Hardly ever take my hands off it! My friends are in awe every time they come over! I got it for Christmas, and I was so excited to set it up! It is super fast, and always loads. I am just amazed. The only bad part is the size/weight. It's like 9 punds, but if you can look past it, it's GREAT! If you don't like fingerprints, this might not be the laptop for you. It super shiny, so you can see the fingerprints easily. It doesn't bother me though. It doesn't heat up like my old laptop. All for such a great price. It's color is even cool. Another Great thing is the Beast graphics. They are so realistic I am just speechless. I let my friend borrow it, and she knows nothing about computers, and she used it with ease. The cool thing about this is anyone can use it. Mom, Dad, Brother, sister, You name it! I don't know how I could ever live without my Qousmio.	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
 I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201 Ive had to call tech support many times. Each time taking about 1 day or so. I just recently had to ship my laptop back to HP for repair. I had to wait 3 weeks to get it back and it still is not working properly. I had to pay for the shipping! I will never buy anything from HP again!	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 One of the smartest thing I did was take my time to compare laptops before making my purchase. The Toshiba Satellite has been more than I expected for the price. I will stack it up against laptops that cost twice as much any day.	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
 THis computer may be small but it is one heck of a power horse. You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever. for being so small it is amazing that it is as fast as it is. when i first got it i thought the size of it was a joke. but after i got used to it i love it. the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming. it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion. the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have. overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
 i would never go back any more, i love this computer so much and i would recommend it to everyone. i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses. With a mac you don't have to worry about antivirus software or firewall, it's so wonderful. this computer is a little more expensive than any pc but it will last you longer and it worth every penny. All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed. this computer will last you at least 7 years, thats an amazing life spanned an electronic. everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
 Not working = bad I spent 2200 dollars on a "top of the line laptop". I got the blue screen of death the first month I got it. 1) Payed $2200 for a "premium" laptop 2) Blue screen first month 3) Horrible customer support-they lost my laptop for a month-got it back 3 months later 4) Laptop still did not work, blue screen within a week... 5) Cut my losses and sold it for parts Do yourself a favor, this is not a fake story trying to hurt alienware... this company truely does make horrible products and doesnt seem to because they are certain things like this "never" happen... do a quick search on the internet see if im the only one.	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
 I'm new - just switched from years of PC frustration. what an elegant, wonderful machine. I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea. I really wish I had done this years ago. Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap. Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too! I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
 I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used. The computer blinks it shuts off at will. The letter A stopped working after the first week. when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase. not the day received. so the fact that the computer does not work on the 24 twenty fourth day is my fault. they have done absolutely nothing to fix the computer problem. they have not sent a new one nor called. i spent eight hundred dollars from a giant paper weight that looks good on a bus. then on top of it all their cusromer service center is in the middle east. So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand. Then to make matters worst, there is noone that they can transfer you to. its sad because their commercials are great.	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
 I had this computer for one month and had to send it in for repair. Got the computer back a month later and it was still broken sent it out again and they repaired it. 3 weeks went by and the computer keeps crashing and will not open any applications. DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE. YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY. COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
 I have had this laptop for a few months now and i would say im pretty satisfied. The only problems are the sound isnt very loud I have to wear headphones. Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it. That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed. It took a little over 2 weeks until i got it back. ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke. I babyed the heck out of it and i still do. To be honest i think it was faulty equipment or something but idk. The graphics are great. The internet speed is spectacular. The battery life is probably an hour at best. Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good. I would recommend it just because of the internet speed probably because thats the only thing i really care about. I wish the volume could be louder and the mouse didnt break after only a month.	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
 I received this laptop as a gift and let me just tell you that its the worst. At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again. This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games. Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds. the whole experiece is horrible so save up and buy a better laptop.	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
 I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer. The computer is so slow, even after paying staples the extra money to speed it up. They said it was a computer error on this type of computer. Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot. When the computer has been on for several minutes, it will occasionaly just go off by itself. Also, the battery does not last very long at all. I would recommend not buying this product. I have had no luck with staples or HP to resolve this problem. I am stuck with a laptop that I cannot do very much with. Also, I have had alot of trouble with the keys sticking and will not type correctly. Also, I have had alot of trouble with the shift key to go to other lines. It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work. Sometimes the screen even goes black on this computer. Will probably never buy a HP again.	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
 Purchased a Toshiba Lap top it worked good until just after the warrenty went out. After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace. Before we got this laptop, had a compaq pasaro for 5 years with no problems. After the bad experience with this computer went back to compaq.	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
 I hate it. I have had the luxury (sarcasm) of owning 2 of these laptops. The first fell apart right after the 1-year-warranty. During that time, I had to send it back 3 times. I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me. None of the techs at HP knew what they were doing. They would repair one thing, send it back and it would still have the same problem. The processor went on me, the fan went and the motherboard went. I wanted to purchase the extended warranty and they refused, because they knew it was trouble. I had something else go wrong and they said it had to be in good working order to be able to buy the warranty. I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty. I sent it back AND THEY LOST IT. I waited and waited and no laptop. Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box. I waited another month for approval and for them to "BUILD" me a new laptop. I was psyched. I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated. Here we are another year later and the computer is doing the same thing. HP didn't fix it. I swear they design these things to go to crap after a year so you are stuck and have to buy a new one. I use my friends and family's $2000 laptops and they are fast and reliable and HP, well, I'll never buy or recommend an HP to anyone!	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
 bought notebook 07/2009. in 5 months the connect quality got worse and worse. 1st time they got it working the next 5 month they had me send it in. returned it. 5 months dead again. They say sorry out of warranty. Summary: They played games with me for the warranty period. Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine. They had me send in the machine last April returned it to me in May with no documentation on what was done it anything. Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook. So buyer beware when buying Toshiba	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
